Timestamp,age,Gender,Purchase_Frequency,Purchase_Categories,Personalized_Recommendation_Frequency,Browsing_Frequency,Product_Search_Method,Search_Result_Exploration,Customer_Reviews_Importance,Add_to_Cart_Browsing,Cart_Completion_Frequency,Cart_Abandonment_Factors,Saveforlater_Frequency,Review_Left,Review_Reliability,Review_Helpfulness,Personalized_Recommendation_Frequency ,Recommendation_Helpfulness,Rating_Accuracy ,Shopping_Satisfaction,Service_Appreciation,Improvement_Areas,transaction
2023/06/07 9:28:09 AM GMT+5:30,62,Male,Less than once a month,Beauty and Personal Care;Home and Kitchen,Sometimes,Few times a week,nan,First page,4,Maybe,Always,others,Rarely,Yes,Rarely,No,2,Yes,5,2,User-friendly website/app interface,Add more familiar brands to the list,828970
2023/06/05 6:49:25 PM GMT+5:30,66,Male,Few times a month,Clothing and Fashion;Home and Kitchen;others,Sometimes,Multiple times a day,Keyword,Multiple pages,5,No,Always,Changed my mind or no longer need the item,Often,Yes,Occasionally,Yes,3,No,1,3,Competitive prices,User interface ,298697
2023/06/06 9:37:33 AM GMT+5:30,32,Female,Once a month,Groceries and Gourmet Food;Beauty and Personal Care;others,No,Rarely,nan,Multiple pages,5,Yes,Often,High shipping costs,Often,Yes,Moderately,Yes,3,Yes,1,5,Customer service ,I have no problem with Amazon yet. But others tell me about the refund issues ,771884
2023/06/07 10:16:22 PM GMT+5:30,50,Female,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care;others,No,Rarely,nan,First page,4,Maybe,Never,others,Often,Yes,Rarely,No,4,No,4,1,Wide product selection,Customer service responsiveness,920413
2023/06/04 8:39:53 PM GMT+5:30,35,Male,Once a month,others,Yes,Rarely,Keyword,Multiple pages,5,No,Often,Changed my mind or no longer need the item,Often,No,Heavily,Yes,2,Yes,4,1,.,Scrolling option would be much better than going to next page,806712
2023/06/12 3:55:53 PM GMT+5:30,38,Female,Multiple times a week,Home and Kitchen;others,No,Multiple times a day,others,First page,3,Yes,Never,High shipping costs,Sometimes,Yes,Occasionally,Yes,1,No,5,4,Quick delivery,User interface ,130407
2023/06/08 5:59:25 PM GMT+5:30,56,Female,Once a week,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen;others,Sometimes,Few times a month,categories,Multiple pages,1,Yes,Always,High shipping costs,Never,No,Occasionally,Sometimes,2,Sometimes,5,1,Customer service,Reducing packaging waste,956897
2023/06/07 1:25:26 PM GMT+5:30,59,Female,Once a month,Groceries and Gourmet Food;Clothing and Fashion;others,No,Rarely,others,First page,5,Maybe,Sometimes,others,Often,Yes,Occasionally,Sometimes,4,Yes,4,2,Wide product selection,Customer service responsiveness,541129
2023/06/09 4:30:40 PM GMT+5:30,17,Prefer not to say,Once a week,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen;others,Yes,Rarely,others,First page,1,Maybe,Rarely,others,Often,Yes,Moderately,No,3,Sometimes,5,2,User-friendly website/app interface,No problems with Amazon,660315
2023/06/11 11:10:59 PM GMT+5:30,31,Male,Multiple times a week,Groceries and Gourmet Food;Clothing and Fashion;others,No,Rarely,Keyword,First page,4,Yes,Often,Found a better price elsewhere,Often,No,Occasionally,Sometimes,2,Yes,2,3,.,Customer service responsiveness,377767
2023/06/06 10:19:05 AM GMT+5:30,39,Prefer not to say,Few times a month,Clothing and Fashion;Home and Kitchen;others,No,Few times a month,Filter,Multiple pages,5,No,Rarely,High shipping costs,Rarely,Yes,Never,Yes,3,Yes,3,2,Wide product selection,Nothing,980555
2023/06/11 11:01:04 PM GMT+5:30,36,Others,Less than once a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Sometimes,Few times a week,Filter,First page,1,Maybe,Often,Changed my mind or no longer need the item,Always,No,Occasionally,No,3,Yes,4,3,All the above,Add more familiar brands to the list,909764
2023/06/07 9:27:03 AM GMT+5:30,33,Others,Less than once a month,Groceries and Gourmet Food;Beauty and Personal Care;others,No,Rarely,nan,Multiple pages,2,No,Often,Changed my mind or no longer need the item,Always,Yes,Never,Sometimes,1,Sometimes,1,5,Quick delivery,Reducing packaging waste,455013
2023/06/05 12:05:20 AM GMT+5:30,62,Female,Multiple times a week,Beauty and Personal Care,Yes,Few times a month,Filter,Multiple pages,5,No,Always,High shipping costs,Always,No,Never,Sometimes,4,No,2,5,Competitive prices,UI,175671
2023/06/08 3:29:26 AM GMT+5:30,47,Prefer not to say,Once a week,Beauty and Personal Care;others,Sometimes,Few times a month,Filter,First page,2,No,Always,Changed my mind or no longer need the item,Never,Yes,Moderately,No,2,Sometimes,3,3,.,Nothing,988544
2023/06/11 9:31:41 AM GMT+5:30,29,Prefer not to say,Multiple times a week,Beauty and Personal Care,Sometimes,Rarely,nan,First page,5,No,Sometimes,Found a better price elsewhere,Sometimes,No,Heavily,Yes,5,Sometimes,1,4,Competitive prices,Product quality and accuracy,972915
2023/06/07 11:02:45 PM GMT+5:30,53,Male,Multiple times a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Yes,Rarely,Keyword,Multiple pages,2,Maybe,Rarely,High shipping costs,Sometimes,Yes,Rarely,Yes,4,Yes,4,1,Competitive prices,User interface of app,888818
2023/06/12 3:52:33 PM GMT+5:30,48,Male,Once a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion,Yes,Rarely,categories,First page,1,Maybe,Rarely,others,Never,Yes,Heavily,Yes,3,Yes,5,2,.,Shipping speed and reliability,832746
2023/06/10 10:49:42 AM GMT+5:30,31,Female,Multiple times a week,Groceries and Gourmet Food;Home and Kitchen,Sometimes,Multiple times a day,Filter,Multiple pages,3,Maybe,Rarely,Found a better price elsewhere,Rarely,No,Occasionally,Sometimes,3,No,2,5,Quick delivery,User interface of app,996275
2023/06/07 2:11:50 PM GMT+5:30,63,Others,Less than once a month,Groceries and Gourmet Food,Yes,Few times a month,Keyword,Multiple pages,3,Maybe,Never,Changed my mind or no longer need the item,Sometimes,Yes,Never,Sometimes,4,Sometimes,1,4,.,better app interface and lower shipping charges,458787
2023/06/11 10:43:19 PM GMT+5:30,9,Others,Once a month,Clothing and Fashion;others,No,Few times a month,Keyword,First page,2,Yes,Rarely,others,Rarely,Yes,Moderately,No,1,No,1,5,User-friendly website/app interface,No problems with Amazon,387347
2023/06/11 10:43:19 PM GMT+5:30,11,Prefer not to say,Less than once a month,Beauty and Personal Care;others,No,Few times a month,Filter,Multiple pages,3,Yes,Always,Changed my mind or no longer need the item,Sometimes,No,Rarely,Sometimes,5,Sometimes,2,2,Customer service ,I have no problem with Amazon yet. But others tell me about the refund issues ,374294
2023/06/11 11:27:55 PM GMT+5:30,52,Prefer not to say,Once a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,No,Rarely,Filter,First page,5,Yes,Sometimes,Changed my mind or no longer need the item,Sometimes,Yes,Occasionally,Yes,1,No,5,1,Customer service,Product quality and accuracy,269349
2023/06/08 5:11:27 PM GMT+5:30,56,Prefer not to say,Less than once a month,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen;others,No,Few times a week,others,Multiple pages,4,Maybe,Often,Changed my mind or no longer need the item,Rarely,Yes,Heavily,Sometimes,5,Yes,2,5,Product recommendations,No problems with Amazon,802649
2023/06/09 9:37:15 AM GMT+5:30,47,Prefer not to say,Once a week,Groceries and Gourmet Food;Clothing and Fashion,No,Multiple times a day,nan,First page,4,No,Often,others,Rarely,Yes,Never,Sometimes,2,No,1,3,Customer service,better app interface and lower shipping charges,995424
2023/06/07 3:56:01 PM GMT+5:30,59,Female,Less than once a month,Groceries and Gourmet Food;Beauty and Personal Care;Home and Kitchen,No,Rarely,Keyword,First page,1,Yes,Often,Changed my mind or no longer need the item,Often,Yes,Heavily,Sometimes,1,Yes,4,3,Wide product selection,Nil,292105
2023/06/07 1:00:08 PM GMT+5:30,52,Female,Few times a month,Groceries and Gourmet Food;Clothing and Fashion,Yes,Few times a month,Filter,Multiple pages,1,Yes,Rarely,others,Never,Yes,Never,Yes,5,Yes,1,3,Wide product selection,UI,933484
2023/06/11 11:16:58 PM GMT+5:30,44,Others,Few times a month,Home and Kitchen,Yes,Few times a week,nan,First page,5,No,Rarely,High shipping costs,Often,Yes,Never,No,2,Yes,4,3,.,Scrolling option would be much better than going to next page,851724
2023/06/12 3:55:53 PM GMT+5:30,35,Prefer not to say,Once a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,No,Few times a week,categories,First page,1,Yes,Sometimes,Changed my mind or no longer need the item,Always,No,Moderately,Yes,4,Sometimes,3,3,Product recommendations,No problems with Amazon,743434
2023/06/08 3:23:21 AM GMT+5:30,49,Male,Once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Yes,Few times a month,others,First page,5,Maybe,Often,High shipping costs,Never,Yes,Occasionally,No,5,Sometimes,2,2,Wide product selection,User interface of app,126706
2023/06/07 12:13:39 PM GMT+5:30,56,Female,Few times a month,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen,Yes,Rarely,others,Multiple pages,1,No,Never,Changed my mind or no longer need the item,Never,Yes,Heavily,No,2,No,3,1,Customer service,Quality of product is very poor according to the big offers,255878
2023/06/07 10:11:28 PM GMT+5:30,60,Male,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,No,Multiple times a day,categories,First page,1,Yes,Often,others,Rarely,Yes,Moderately,Sometimes,5,Sometimes,1,1,Customer service,No problems with Amazon,129933
2023/06/06 6:43:32 PM GMT+5:30,36,Prefer not to say,Few times a month,Groceries and Gourmet Food;Clothing and Fashion;others,Yes,Rarely,others,Multiple pages,5,Maybe,Often,others,Rarely,Yes,Never,Yes,2,Yes,4,4,Competitive prices,Customer service responsiveness,422481
2023/06/06 7:22:31 PM GMT+5:30,35,Male,Once a month,Groceries and Gourmet Food;Beauty and Personal Care,No,Rarely,Keyword,Multiple pages,5,Maybe,Never,High shipping costs,Always,Yes,Moderately,Yes,5,Yes,4,1,Competitive prices,No problems with Amazon,681779
2023/06/04 10:37:00 PM GMT+5:30,15,Prefer not to say,Once a month,Beauty and Personal Care;Clothing and Fashion,Yes,Few times a week,Filter,First page,3,No,Rarely,others,Never,No,Occasionally,Yes,1,No,2,1,Competitive prices,Nothing,114467
2023/06/06 6:42:07 PM GMT+5:30,3,Others,Less than once a month,Clothing and Fashion;Home and Kitchen;others,No,Multiple times a day,Filter,Multiple pages,3,Maybe,Never,Found a better price elsewhere,Often,Yes,Never,No,2,Yes,4,4,Customer service ,Quality of product is very poor according to the big offers,759495
2023/06/07 11:47:07 AM GMT+5:30,66,Male,Once a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Yes,Few times a week,others,First page,5,No,Rarely,Changed my mind or no longer need the item,Never,Yes,Never,No,1,No,1,4,Customer service,better app interface and lower shipping charges,812649
2023/06/05 1:45:30 PM GMT+5:30,48,Others,Once a week,Beauty and Personal Care;others,Sometimes,Multiple times a day,Filter,Multiple pages,5,No,Often,High shipping costs,Sometimes,Yes,Occasionally,No,3,No,2,3,Customer service,Shipping speed and reliability,721160
2023/06/08 5:07:19 PM GMT+5:30,67,Female,Once a week,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen;others,Yes,Rarely,Filter,First page,3,No,Sometimes,others,Always,Yes,Never,Yes,3,Yes,3,1,User-friendly website/app interface,User interface of app,113528
2023/06/08 5:48:55 PM GMT+5:30,45,Female,Less than once a month,Beauty and Personal Care,No,Multiple times a day,categories,First page,3,Maybe,Often,others,Rarely,Yes,Rarely,Yes,1,Sometimes,5,5,All the above,Shipping speed and reliability,490405
2023/06/06 7:23:25 PM GMT+5:30,21,Prefer not to say,Once a month,Beauty and Personal Care,Sometimes,Few times a month,nan,First page,5,Yes,Often,Found a better price elsewhere,Sometimes,Yes,Never,Sometimes,1,Yes,2,3,Wide product selection,Nil,672155
2023/06/05 10:04:32 PM GMT+5:30,48,Male,Once a month,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen,No,Few times a week,categories,First page,1,Yes,Sometimes,others,Never,Yes,Rarely,Yes,5,Sometimes,3,1,Customer service,I don't have any problem with Amazon,977696
2023/06/06 11:06:30 PM GMT+5:30,62,Female,Once a week,Beauty and Personal Care;others,Sometimes,Multiple times a day,Keyword,First page,3,No,Never,High shipping costs,Sometimes,Yes,Never,Yes,1,No,2,3,.,UI,268802
2023/06/09 7:22:11 PM GMT+5:30,58,Prefer not to say,Few times a month,Beauty and Personal Care;Home and Kitchen,Sometimes,Few times a month,categories,First page,2,No,Rarely,High shipping costs,Often,Yes,Heavily,Sometimes,1,No,4,4,Competitive prices,Add more familiar brands to the list,943935
2023/06/09 10:23:05 AM GMT+5:30,63,Male,Less than once a month,Clothing and Fashion;others,Sometimes,Multiple times a day,Keyword,Multiple pages,4,No,Always,others,Always,No,Moderately,Yes,1,Sometimes,5,3,Customer service ,Irrelevant product suggestions,504550
2023/06/09 7:26:02 PM GMT+5:30,61,Female,Once a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Sometimes,Few times a week,others,Multiple pages,4,No,Rarely,Found a better price elsewhere,Often,Yes,Heavily,Sometimes,5,Yes,2,5,User-friendly website/app interface,better app interface and lower shipping charges,821098
2023/06/08 5:45:59 PM GMT+5:30,43,Others,Once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Yes,Few times a week,nan,First page,4,No,Always,others,Sometimes,Yes,Never,Sometimes,4,Sometimes,1,3,Customer service,I have no problem with Amazon yet. But others tell me about the refund issues ,564888
2023/06/08 7:00:57 AM GMT+5:30,15,Prefer not to say,Once a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Sometimes,Multiple times a day,Keyword,First page,1,Maybe,Never,others,Never,No,Occasionally,No,3,Sometimes,3,5,User-friendly website/app interface,Quality of product is very poor according to the big offers,135327
2023/06/08 3:28:23 AM GMT+5:30,8,Others,Once a month,Groceries and Gourmet Food;Beauty and Personal Care,No,Few times a week,categories,Multiple pages,1,Yes,Often,others,Always,Yes,Rarely,Sometimes,3,No,5,2,Customer service ,Scrolling option would be much better than going to next page,413725
2023/06/06 6:38:03 PM GMT+5:30,21,Prefer not to say,Multiple times a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Yes,Multiple times a day,Filter,Multiple pages,1,Maybe,Sometimes,others,Rarely,Yes,Rarely,Sometimes,1,Yes,1,4,Customer service,Add more familiar brands to the list,180816
2023/06/07 11:47:44 AM GMT+5:30,10,Male,Few times a month,Home and Kitchen,Yes,Few times a month,others,Multiple pages,3,No,Always,Found a better price elsewhere,Rarely,No,Heavily,Yes,2,No,2,2,Customer service,Shipping speed and reliability,835527
2023/06/06 7:46:27 PM GMT+5:30,6,Prefer not to say,Few times a month,Clothing and Fashion;Home and Kitchen;others,Sometimes,Rarely,categories,First page,4,No,Sometimes,Found a better price elsewhere,Rarely,No,Moderately,Sometimes,4,Yes,4,5,.,UI,846565
2023/06/05 2:56:10 AM GMT+5:30,63,Prefer not to say,Few times a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Yes,Few times a week,nan,First page,1,Yes,Rarely,Changed my mind or no longer need the item,Always,Yes,Moderately,No,2,No,3,2,Customer service,User interface of app,843397
2023/06/07 10:17:40 PM GMT+5:30,47,Others,Once a week,Groceries and Gourmet Food;Beauty and Personal Care;Home and Kitchen,No,Rarely,others,First page,3,No,Sometimes,High shipping costs,Rarely,No,Heavily,No,3,Yes,4,2,Quick delivery,Scrolling option would be much better than going to next page,996457
2023/06/07 10:07:42 PM GMT+5:30,37,Prefer not to say,Once a month,Beauty and Personal Care;others,No,Few times a month,others,Multiple pages,3,Yes,Rarely,High shipping costs,Never,Yes,Moderately,No,1,No,5,3,Customer service ,Nil,387488
2023/06/07 11:05:19 PM GMT+5:30,44,Others,Few times a month,Clothing and Fashion,No,Few times a month,Filter,First page,2,No,Sometimes,Changed my mind or no longer need the item,Rarely,Yes,Rarely,Yes,4,Yes,3,5,Customer service,Nil,344981
2023/06/08 11:59:14 AM GMT+5:30,30,Male,Once a month,Home and Kitchen;others,Yes,Rarely,Filter,First page,3,Yes,Rarely,High shipping costs,Never,Yes,Never,Yes,5,Yes,1,4,.,Scrolling option would be much better than going to next page,648132
2023/06/07 1:49:06 PM GMT+5:30,25,Female,Multiple times a week,Clothing and Fashion,Yes,Few times a week,Keyword,First page,2,No,Sometimes,Changed my mind or no longer need the item,Sometimes,Yes,Heavily,Yes,3,Yes,2,4,Wide product selection,I have no problem with Amazon yet. But others tell me about the refund issues ,205357
2023/06/07 11:48:25 AM GMT+5:30,40,Others,Few times a month,Clothing and Fashion;others,Yes,Few times a week,nan,Multiple pages,5,Maybe,Always,High shipping costs,Sometimes,Yes,Heavily,Sometimes,2,Yes,5,3,All the above,Customer service responsiveness,767198
2023/06/04 5:28:06 PM GMT+5:30,41,Prefer not to say,Few times a month,Groceries and Gourmet Food;Home and Kitchen,Yes,Few times a week,Keyword,Multiple pages,2,Yes,Sometimes,Changed my mind or no longer need the item,Sometimes,No,Occasionally,Yes,3,Yes,3,3,All the above,UI,757994
